[2026-06-12 16:42:55,932] [11] [src.components.data_ingestion] [INFO] - Data Ingestion started ... 
[2026-06-12 16:42:58,326] [23] [src.components.data_ingestion] [INFO] - Data Ingestion Successfully Completed
[2026-06-12 16:42:58,326] [40] [src.components.data_transformation] [INFO] - Data Transformation Started ...
[2026-06-12 16:42:58,890] [18] [src.utils.save_object] [INFO] - Successfully saved object to artifacts/model/scaler.pkl
[2026-06-12 16:43:05,335] [52] [src.components.data_transformation] [INFO] - Before SMOTE - Fraud Count : 394 , Genuine Count : 227451
[2026-06-12 16:43:06,699] [57] [src.components.data_transformation] [INFO] - After SMOTE  - Fraud Count: 227451, Genuine Count: 227451
[2026-06-12 16:43:06,699] [59] [src.components.data_transformation] [INFO] - Data Transformation Successfully Completed
[2026-06-12 16:43:06,700] [69] [src.components.model_training] [INFO] - Starting model training on scaled baseline data (No SMOTE)... 
[2026-06-12 16:43:06,883] [75] [src.components.model_training] [INFO] - Started parent MLflow run: Model-Training-Pipeline
[2026-06-12 16:43:14,856] [94] [src.components.model_training] [INFO] - [Logistic Regression] Baseline Evaluation Complete. AUPRC: 0.7388
[2026-06-12 16:44:55,431] [94] [src.components.model_training] [INFO] - [Random Forest] Baseline Evaluation Complete. AUPRC: 0.8734
[2026-06-12 16:45:07,583] [94] [src.components.model_training] [INFO] - [Xgboost] Baseline Evaluation Complete. AUPRC: 0.7973
[2026-06-12 16:45:18,444] [94] [src.components.model_training] [INFO] - [LightGBM] Baseline Evaluation Complete. AUPRC: 0.1028
[2026-06-12 16:45:18,489] [107] [src.components.model_training] [INFO] - Saved baseline metrics to artifacts/metrics/model_metrics_baseline.csv
[2026-06-12 16:45:18,489] [112] [src.components.model_training] [INFO] - Training on SMOTE balanced Data ... 
[2026-06-12 16:45:31,325] [138] [src.components.model_training] [INFO] - [Logistic Regression] SMOTE Evaluation Complete. AUPRC: 0.7251
[2026-06-12 16:48:08,034] [138] [src.components.model_training] [INFO] - [Random Forest] SMOTE Evaluation Complete. AUPRC: 0.8706
[2026-06-12 16:48:19,733] [138] [src.components.model_training] [INFO] - [Xgboost] SMOTE Evaluation Complete. AUPRC: 0.8652
[2026-06-12 16:48:27,586] [138] [src.components.model_training] [INFO] - [LightGBM] SMOTE Evaluation Complete. AUPRC: 0.7755
[2026-06-12 16:48:27,600] [151] [src.components.model_training] [INFO] - Saved SMOTE metrics to artifacts/metrics/model_metrics_smote.csv
[2026-06-12 16:48:27,626] [18] [src.utils.save_object] [INFO] - Successfully saved object to artifacts/model/model.pkl
[2026-06-12 16:48:27,653] [185] [src.components.model_training] [INFO] - Best model: 'Random Forest' (AUPRC=0.8706) saved to artifacts/model/model.pkl
[2026-06-12 16:48:28,811] [217] [src.components.model_training] [INFO] - Saved feature importance matrix visualization to: artifacts/metrics/global_feature_importance.png
[2026-06-12 16:49:39,903] [249] [src.components.model_training] [INFO] - Saved confusion matrix heatmaps to: artifacts/metrics/confusion_matrices.png
[2026-06-12 16:49:41,779] [257] [src.components.model_training] [INFO] - Calculating SHAP values for XGBoost (Sampling up to 500 records)...
[2026-06-12 16:49:43,078] [269] [src.components.model_training] [INFO] - Saved SHAP summary plot to: artifacts/metrics/shap_summary_xgboost.png
[2026-06-12 16:49:43,933] [306] [src.components.model_training] [INFO] - Logged all experiment artifacts to active parent MLflow run. Best model: Random Forest
